# Test various dates.
$GPRMC,100048.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010303,,,A*5d
$GPRMC,100049.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011203,,,A*5c

$GPRMC,100050.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010104,,,A*51
$GPRMC,100051.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020104,,,A*53
$GPRMC,100052.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030104,,,A*51
$GPRMC,100053.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010204,,,A*51
$GPRMC,100054.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280204,,,A*5d
$GPRMC,100055.000,A,5742.7541,N,01201.3416,E,0.20,64.97,290204,,,A*5d
$GPRMC,100056.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010304,,,A*55
$GPRMC,100057.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011204,,,A*54

$GPRMC,100058.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010105,,,A*58
$GPRMC,100059.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020105,,,A*5a
$GPRMC,100000.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030105,,,A*57
$GPRMC,100100.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010205,,,A*57
$GPRMC,100200.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280205,,,A*5f
$GPRMC,100300.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010305,,,A*54
$GPRMC,100400.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011205,,,A*53

$GPRMC,100500.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010124,,,A*53
$GPRMC,100600.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020124,,,A*53
$GPRMC,100700.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030124,,,A*53
$GPRMC,100800.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010224,,,A*5d
$GPRMC,100900.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280224,,,A*57
$GPRMC,101000.000,A,5742.7541,N,01201.3416,E,0.20,64.97,290224,,,A*5e
$GPRMC,101100.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010324,,,A*54
$GPRMC,102200.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011224,,,A*54

$GPRMC,103300.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010125,,,A*57
$GPRMC,104400.000,A,5742.7541,N,01201.3416,E,0.20,64.97,020125,,,A*54
$GPRMC,105500.000,A,5742.7541,N,01201.3416,E,0.20,64.97,030125,,,A*55
$GPRMC,090000.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010225,,,A*5c
$GPRMC,200000.000,A,5742.7541,N,01201.3416,E,0.20,64.97,280225,,,A*5c
$GPRMC,210000.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010325,,,A*57
$GPRMC,230000.000,A,5742.7541,N,01201.3416,E,0.20,64.97,011225,,,A*55

$GPRMC,235958.000,A,5742.7541,N,01201.3416,E,0.20,64.97,311205,,,A*55
$GPRMC,235959.000,A,5742.7541,N,01201.3416,E,0.20,64.97,311205,,,A*54
$GPRMC,235960.000,A,5742.7541,N,01201.3416,E,0.20,64.97,311205,,,A*5e
$GPRMC,000000.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010106,,,A*57
$GPRMC,000001.000,A,5742.7541,N,01201.3416,E,0.20,64.97,010106,,,A*56
